Source1,Source2,Weight
Multiplayer,Difficult,17
Multiplayer,First-Person,31
Multiplayer,PvP,23
Multiplayer,Realistic,18
Multiplayer,Co-op,56
Multiplayer,Shooter,26
Multiplayer,Military,9
Multiplayer,Moddable,13
Multiplayer,eSports,6
Multiplayer,Tactics,16
Multiplayer,War,13
Multiplayer,First-Person Shooter,25
Multiplayer,Strategy,29
Multiplayer,Action,57
Multiplayer,Simulation,36
Multiplayer,Early Access,10
Multiplayer,Survival,20
Multiplayer,Stealth,7
Multiplayer,Third Person,18
Multiplayer,Third-Person Shooter,10
Multiplayer,Funny,14
Multiplayer,Sci-fi,13
Multiplayer,Casual,15
Multiplayer,Local Multiplayer,6
Multiplayer,Gore,13
Multiplayer,Adventure/Exploration,42
Multiplayer,Atmospheric,29
Multiplayer,Violent,9
Multiplayer,Great Soundtrack,24
Multiplayer,Horror,23
Multiplayer,Singleplayer,54
Multiplayer,Post-apocalyptic,6
Multiplayer,Story Rich,17
Multiplayer,Comedy,7
Multiplayer,Open World,42
Multiplayer,RPG,29
Multiplayer,Character Customization,17
Multiplayer,MMORPG,8
Multiplayer,Replay Value,10
Multiplayer,Combat,10
Multiplayer,Action RPG,9
Multiplayer,Fantasy,21
Multiplayer,Free to Play,12
Multiplayer,Indie,16
Multiplayer,Cute,6
Multiplayer,Controller,10
Multiplayer,Family Friendly,8
Multiplayer,Massively Multiplayer,15
Multiplayer,3D,6
Multiplayer,PvE,9
Multiplayer,Loot,7
Multiplayer,Lore-Rich,6
Multiplayer,Historical,9
Multiplayer,VR,6
Multiplayer,Turn-Based,7
Multiplayer,Grand Strategy,7
Multiplayer,Building,10
Multiplayer,Construction,9
Multiplayer,Management,10
Multiplayer,Political,8
Multiplayer,Crafting,11
Multiplayer,Relaxing,7
Multiplayer,Zombies,6
Difficult,First-Person,6
Difficult,PvP,7
Difficult,Co-op,15
Difficult,Shooter,8
Difficult,First-Person Shooter,7
Difficult,Strategy,6
Difficult,Action,20
Difficult,Third Person,8
Difficult,Gore,6
Difficult,Adventure/Exploration,11
Difficult,Atmospheric,13
Difficult,Violent,6
Difficult,Great Soundtrack,9
Difficult,Horror,13
Difficult,Singleplayer,12
Difficult,Story Rich,7
Difficult,RPG,10
Difficult,Character Customization,6
Difficult,Replay Value,6
Difficult,Open World,7
Difficult,Action RPG,6
Difficult,Fantasy,9
Difficult,Indie,6
First-Person,PvP,10
First-Person,Realistic,9
First-Person,Co-op,27
First-Person,Shooter,23
First-Person,Moddable,7
First-Person,Tactics,8
First-Person,First-Person Shooter,26
First-Person,Strategy,11
First-Person,Action,35
First-Person,Simulation,15
First-Person,Early Access,10
First-Person,Survival,17
First-Person,Stealth,8
First-Person,Third Person,8
First-Person,Gore,10
First-Person,Adventure/Exploration,24
First-Person,Atmospheric,20
First-Person,Violent,6
First-Person,Sci-fi,14
First-Person,Mature,6
First-Person,Great Soundtrack,13
First-Person,Horror,21
First-Person,Singleplayer,24
First-Person,Post-apocalyptic,6
First-Person,Story Rich,11
First-Person,Funny,7
First-Person,Open World,25
First-Person,Character Customization,6
First-Person,RPG,8
First-Person,Indie,9
First-Person,Crafting,8
First-Person,Zombies,6
PvP,Co-op,19
PvP,Shooter,10
PvP,Tactics,7
PvP,First-Person Shooter,11
PvP,Strategy,8
PvP,Action,20
PvP,Simulation,7
PvP,Survival,7
PvP,Character Customization,6
PvP,RPG,8
PvP,Fantasy,6
PvP,Massively Multiplayer,8
PvP,PvE,6
PvP,Adventure/Exploration,11
PvP,Atmospheric,6
PvP,Open World,9
PvP,Singleplayer,7
PvP,Horror,6
