Source1,Source2,Weight
PvE,Multiplayer,18
PvE,First-Person,9
PvE,Adventure/Exploration,11
PvE,PvP,11
PvE,Atmospheric,9
PvE,Co-op,15
PvE,Shooter,7
PvE,First-Person Shooter,6
PvE,Open World,7
PvE,Action,15
PvE,Massively Multiplayer,7
PvE,Character Customization,7
PvE,RPG,8
PvE,Singleplayer,12
PvE,Combat,6
PvE,3D,6
PvE,Fantasy,6
PvE,Horror,10
Multiplayer,First-Person,34
Multiplayer,Adventure/Exploration,44
Multiplayer,PvP,28
Multiplayer,Atmospheric,34
Multiplayer,Sci-fi,13
Multiplayer,Co-op,50
Multiplayer,Shooter,24
Multiplayer,First-Person Shooter,22
Multiplayer,Open World,41
Multiplayer,Action,55
Multiplayer,Massively Multiplayer,13
Multiplayer,Free to Play,11
Multiplayer,Difficult,10
Multiplayer,Realistic,20
Multiplayer,Military,10
Multiplayer,Moddable,11
Multiplayer,eSports,9
Multiplayer,Tactics,17
Multiplayer,War,13
Multiplayer,Strategy,17
Multiplayer,Survival,17
Multiplayer,Funny,10
Multiplayer,Character Customization,22
Multiplayer,Simulation,31
Multiplayer,Early Access,15
Multiplayer,Stealth,6
Multiplayer,Third Person,23
Multiplayer,Third-Person Shooter,8
Multiplayer,RPG,24
Multiplayer,Action RPG,8
Multiplayer,Fantasy,16
Multiplayer,Horror,24
Multiplayer,Immersive Sim,8
Multiplayer,Crafting,12
Multiplayer,Building,12
Multiplayer,Singleplayer,52
Multiplayer,Construction,10
Multiplayer,Combat,19
Multiplayer,Story Rich,14
Multiplayer,Gore,11
Multiplayer,Violent,9
Multiplayer,Mature,7
Multiplayer,3D,14
Multiplayer,Parkour,7
Multiplayer,Post-apocalyptic,7
Multiplayer,Great Soundtrack,17
Multiplayer,Family Friendly,8
Multiplayer,Management,14
Multiplayer,Controller,8
Multiplayer,Local Multiplayer,6
Multiplayer,Indie,11
Multiplayer,Relaxing,6
Multiplayer,Casual,7
Multiplayer,Political,7
Multiplayer,Grand Strategy,6
Multiplayer,Historical,6
Multiplayer,Zombies,6
First-Person,Adventure/Exploration,25
First-Person,PvP,13
First-Person,Atmospheric,20
First-Person,Sci-fi,10
First-Person,Co-op,29
First-Person,Shooter,20
First-Person,First-Person Shooter,22
First-Person,Open World,21
First-Person,Action,38
First-Person,Massively Multiplayer,6
First-Person,Realistic,11
First-Person,Moddable,6
First-Person,Tactics,10
First-Person,War,6
First-Person,Survival,13
First-Person,Funny,8
First-Person,Character Customization,8
First-Person,Simulation,13
First-Person,Early Access,12
First-Person,Third Person,11
First-Person,RPG,8
First-Person,Violent,6
First-Person,Mature,6
First-Person,Great Soundtrack,8
First-Person,Singleplayer,24
First-Person,Story Rich,7
First-Person,Horror,21
First-Person,Crafting,7
First-Person,Gore,8
First-Person,3D,7
First-Person,Indie,7
First-Person,Combat,8
Adventure/Exploration,PvP,13
Adventure/Exploration,Atmospheric,36
Adventure/Exploration,Sci-fi,15
Adventure/Exploration,Co-op,27
Adventure/Exploration,Shooter,14
Adventure/Exploration,First-Person Shooter,13
Adventure/Exploration,Open World,40
Adventure/Exploration,Action,46
Adventure/Exploration,Massively Multiplayer,9
Adventure/Exploration,Character Customization,18
Adventure/Exploration,RPG,29
Adventure/Exploration,Immersive Sim,6
Adventure/Exploration,Violent,12
Adventure/Exploration,Great Soundtrack,17
Adventure/Exploration,Singleplayer,48
Adventure/Exploration,Action RPG,10
Adventure/Exploration,Story Rich,21
Adventure/Exploration,Simulation,19
Adventure/Exploration,Horror,31
Adventure/Exploration,Early Access,11
Adventure/Exploration,Survival,18
Adventure/Exploration,Crafting,11
Adventure/Exploration,Building,9
Adventure/Exploration,Construction,7
Adventure/Exploration,Combat,19
Adventure/Exploration,Fantasy,13
Adventure/Exploration,Third Person,23
Adventure/Exploration,Realistic,11
Adventure/Exploration,Moddable,8
Adventure/Exploration,Family Friendly,6
Adventure/Exploration,3D,6
Adventure/Exploration,Souls-like,7
Adventure/Exploration,Post-apocalyptic,8
Adventure/Exploration,Gore,10
Adventure/Exploration,Third-Person Shooter,6
Adventure/Exploration,Zombies,6
Adventure/Exploration,Funny,9
Adventure/Exploration,Indie,9
Adventure/Exploration,Casual,6
Adventure/Exploration,Management,9
PvP,Atmospheric,8
PvP,Co-op,20
PvP,Shooter,11
PvP,First-Person Shooter,11
PvP,Open World,12
PvP,Action,23
PvP,Massively Multiplayer,9
PvP,Free to Play,7
PvP,Difficult,6
PvP,Realistic,7
PvP,eSports,9
PvP,Tactics,9
PvP,War,7
PvP,Strategy,7
PvP,Survival,6
PvP,Character Customization,10
PvP,Simulation,11
PvP,Third Person,6
PvP,Fantasy,8
PvP,3D,9
PvP,Singleplayer,15
Atmospheric,Sci-fi,13
Atmospheric,Co-op,25
Atmospheric,Shooter,15
Atmospheric,First-Person Shooter,14
Atmospheric,Open World,30
Atmospheric,Action,38
