Source1,Source2,Weight
FPS,Co-op,20
FPS,Action,26
FPS,Multiplayer/Co-op,23
FPS,Shooter,24
FPS,Player Interaction,15
FPS,Strategy,9
FPS,Difficult,6
FPS,Realistic,6
FPS,Perspective,26
FPS,Survival,12
FPS,Simulation,8
FPS,Stealth,6
FPS,Narrative/Story,10
FPS,Player Mode,14
FPS,Sci-fi,16
FPS,Visual Style,18
FPS,Adventure/Open World,21
FPS,Violent,6
FPS,Horror,10
FPS,Gore,10
FPS,Great Soundtrack,11
FPS,Sandbox,7
FPS,Zombies,6
Moddable,Co-op,7
Moddable,Action,6
Moddable,Multiplayer/Co-op,13
Moddable,Strategy,12
Moddable,Realistic,7
Moddable,Perspective,8
Moddable,Adventure/Open World,10
Moddable,Player Mode,12
Moddable,Simulation,13
Moddable,Visual Style,7
Moddable,Sandbox,9
Moddable,Great Soundtrack,6
Moddable,Management,9
Moddable,Crafting/Building,8
Co-op,Action,48
Co-op,Multiplayer/Co-op,56
Co-op,eSports,6
Co-op,Shooter,24
Co-op,Player Interaction,28
Co-op,Strategy,26
Co-op,Difficult,15
Co-op,Realistic,9
Co-op,Perspective,37
Co-op,Military,7
Co-op,War,8
Co-op,Survival,19
Co-op,Simulation,22
Co-op,Early Access,9
Co-op,Sci-fi,15
Co-op,Casual,7
Co-op,Funny,11
Co-op,Player Mode,37
Co-op,Visual Style,27
Co-op,Adventure/Open World,33
Co-op,Comedy,7
Co-op,Sandbox,17
Co-op,Great Soundtrack,15
Co-op,RPG,16
Co-op,Replay Value,8
Co-op,Fantasy,11
Co-op,Character Customization,9
Co-op,Free to Play,8
Co-op,Indie,13
Co-op,Massively Multiplayer,10
Co-op,Controller,6
Co-op,3D,6
Co-op,Loot,7
Co-op,Narrative/Story,9
Co-op,Horror,12
Co-op,Violent,8
Co-op,Gore,9
Co-op,Historical,6
Co-op,Crafting/Building,14
Action,Multiplayer/Co-op,57
Action,eSports,6
Action,Shooter,28
Action,Player Interaction,30
Action,Strategy,23
Action,Difficult,20
Action,Realistic,12
Action,Perspective,52
Action,Military,7
Action,War,9
Action,Survival,21
Action,Simulation,21
Action,Stealth,10
Action,Early Access,10
Action,Sci-fi,22
Action,Casual,8
Action,Funny,12
Action,Player Mode,52
Action,Visual Style,40
Action,Narrative/Story,24
Action,Adventure/Open World,48
Action,Violent,11
Action,Horror,18
Action,Gore,15
Action,Mature,7
Action,Great Soundtrack,29
Action,Comedy,7
Action,Sandbox,21
Action,Hack and Slash,7
Action,RPG,26
Action,Souls-like,6
Action,Replay Value,9
Action,Fantasy,20
Action,Character Customization,14
Action,Free to Play,9
Action,Indie,16
Action,Massively Multiplayer,13
Action,Controller,6
Action,Lore-Rich,6
Action,Loot,7
Action,Historical,6
Action,Crafting/Building,12
Action,Female Protagonist,6
Action,Zombies,8
Multiplayer/Co-op,eSports,6
Multiplayer/Co-op,Shooter,26
Multiplayer/Co-op,Player Interaction,32
Multiplayer/Co-op,Strategy,35
Multiplayer/Co-op,Difficult,17
Multiplayer/Co-op,Realistic,18
Multiplayer/Co-op,Perspective,45
Multiplayer/Co-op,Military,9
Multiplayer/Co-op,War,13
Multiplayer/Co-op,Survival,20
Multiplayer/Co-op,Simulation,36
Multiplayer/Co-op,Stealth,7
Multiplayer/Co-op,Early Access,10
Multiplayer/Co-op,Sci-fi,18
Multiplayer/Co-op,Casual,15
Multiplayer/Co-op,Funny,14
Multiplayer/Co-op,Player Mode,55
Multiplayer/Co-op,Visual Style,37
Multiplayer/Co-op,Narrative/Story,18
Multiplayer/Co-op,Adventure/Open World,50
Multiplayer/Co-op,Violent,9
Multiplayer/Co-op,Horror,15
Multiplayer/Co-op,Gore,13
Multiplayer/Co-op,Great Soundtrack,24
Multiplayer/Co-op,Comedy,7
Multiplayer/Co-op,Sandbox,25
Multiplayer/Co-op,MMORPG,8
Multiplayer/Co-op,RPG,26
Multiplayer/Co-op,Replay Value,10
Multiplayer/Co-op,Fantasy,17
Multiplayer/Co-op,Character Customization,17
Multiplayer/Co-op,RTS,8
Multiplayer/Co-op,Free to Play,12
Multiplayer/Co-op,Family Friendly,8
Multiplayer/Co-op,Indie,16
Multiplayer/Co-op,Massively Multiplayer,15
Multiplayer/Co-op,Cute,6
Multiplayer/Co-op,Controller,10
Multiplayer/Co-op,3D,6
Multiplayer/Co-op,Lore-Rich,6
Multiplayer/Co-op,Loot,7
Multiplayer/Co-op,Historical,9
Multiplayer/Co-op,VR,6
Multiplayer/Co-op,Management,10
Multiplayer/Co-op,Crafting/Building,22
Multiplayer/Co-op,Relaxing,7
Multiplayer/Co-op,Zombies,6
eSports,Player Interaction,6
Shooter,Player Interaction,15
Shooter,Strategy,10
Shooter,Difficult,8
Shooter,Realistic,8
Shooter,Perspective,28
Shooter,Survival,12
Shooter,Simulation,10
Shooter,Narrative/Story,8
Shooter,Player Mode,15
Shooter,Sci-fi,15
Shooter,Visual Style,17
Shooter,Adventure/Open World,19
Shooter,Violent,6
Shooter,Horror,10
Shooter,Gore,9
Shooter,Great Soundtrack,11
Shooter,Sandbox,7
Shooter,Free to Play,6
Player Interaction,Strategy,17
Player Interaction,Difficult,9
Player Interaction,Realistic,6
Player Interaction,Perspective,21
Player Interaction,War,6
Player Interaction,Survival,9
Player Interaction,Simulation,11
Player Interaction,Sci-fi,10
Player Interaction,Funny,6
Player Interaction,Player Mode,14
Player Interaction,Visual Style,15
Player Interaction,RPG,10
Player Interaction,Fantasy,7
Player Interaction,Character Customization,9
Player Interaction,Free to Play,8
Player Interaction,Massively Multiplayer,10
Player Interaction,Adventure/Open World,18
Player Interaction,Horror,7
Player Interaction,Narrative/Story,6
Strategy,Difficult,8
Strategy,Realistic,8
Strategy,Perspective,17
Strategy,Military,8
Strategy,War,12
Strategy,Survival,7
Strategy,Simulation,23
Strategy,RPG,10
Strategy,RTS,8
Strategy,Replay Value,7
Strategy,Fantasy,6
Strategy,Character Customization,7
Strategy,Free to Play,8
Strategy,Adventure/Open World,18
Strategy,Historical,8
Strategy,Player Mode,24
Strategy,Sandbox,14
Strategy,Great Soundtrack,11
Strategy,Horror,6
Strategy,Indie,6
