Source1,Source2,Weight
First-Person,Adventure/Exploration,25
First-Person,Combat,6
First-Person,PvP,15
First-Person,Multiplayer,32
First-Person,Shooter,23
First-Person,Singleplayer,26
First-Person,First-Person Shooter,27
First-Person,Action,36
First-Person,Simulation,14
First-Person,Early Access,8
First-Person,Survival,16
First-Person,Third Person,8
First-Person,Co-op,25
First-Person,Tactics,7
First-Person,Strategy,7
First-Person,Atmospheric,21
First-Person,Sci-fi,13
First-Person,Open World,25
First-Person,Massively Multiplayer,6
First-Person,Realistic,8
First-Person,Funny,6
First-Person,Gore,10
First-Person,Horror,20
First-Person,Violent,7
First-Person,Mature,6
First-Person,Great Soundtrack,12
First-Person,Story Rich,11
First-Person,Zombies,7
First-Person,Crafting,7
First-Person,Indie,8
Adventure/Exploration,Combat,11
Adventure/Exploration,PvP,14
Adventure/Exploration,Multiplayer,42
Adventure/Exploration,Casual,6
Adventure/Exploration,Shooter,16
Adventure/Exploration,Singleplayer,44
Adventure/Exploration,First-Person Shooter,19
Adventure/Exploration,Action,46
Adventure/Exploration,Gore,13
Adventure/Exploration,Survival,17
Adventure/Exploration,Female Protagonist,6
Adventure/Exploration,Character Customization,13
Adventure/Exploration,Third Person,19
Adventure/Exploration,Violent,12
Adventure/Exploration,Mature,6
Adventure/Exploration,Massively Multiplayer,11
Adventure/Exploration,Free to Play,7
Adventure/Exploration,PvE,7
Adventure/Exploration,Atmospheric,34
Adventure/Exploration,MMORPG,8
Adventure/Exploration,Sci-fi,16
Adventure/Exploration,Co-op,25
Adventure/Exploration,Open World,38
Adventure/Exploration,Early Access,7
Adventure/Exploration,Difficult,7
Adventure/Exploration,Fantasy,16
Adventure/Exploration,Crafting,11
Adventure/Exploration,Indie,13
Adventure/Exploration,Building,8
Adventure/Exploration,Construction,6
Adventure/Exploration,RPG,25
Adventure/Exploration,Great Soundtrack,24
Adventure/Exploration,Third-Person Shooter,6
Adventure/Exploration,Simulation,14
Adventure/Exploration,Beautiful,6
Adventure/Exploration,Realistic,7
Adventure/Exploration,Story Rich,22
Adventure/Exploration,Action RPG,11
Adventure/Exploration,Horror,22
Adventure/Exploration,Replay Value,7
Adventure/Exploration,Zombies,6
Adventure/Exploration,Nudity,7
Adventure/Exploration,Post-apocalyptic,10
Adventure/Exploration,Strategy,8
Combat,PvP,7
Combat,Multiplayer,15
Combat,Shooter,8
Combat,Military,6
Combat,Singleplayer,15
Combat,First-Person Shooter,8
Combat,Action,19
Combat,Character Customization,8
Combat,Third Person,7
Combat,Massively Multiplayer,6
Combat,Atmospheric,10
Combat,Co-op,6
Combat,Great Soundtrack,7
Combat,Open World,8
Combat,RPG,14
Combat,Action RPG,8
Combat,Story Rich,10
Combat,Fantasy,9
Combat,Horror,6
PvP,Multiplayer,30
PvP,Shooter,14
PvP,Military,6
PvP,Singleplayer,14
PvP,Cinematic,6
PvP,War,7
PvP,First-Person Shooter,15
PvP,Action,27
PvP,Survival,7
PvP,Character Customization,6
PvP,Third Person,6
PvP,Battle Royale,6
PvP,Massively Multiplayer,12
PvP,Free to Play,9
PvP,Simulation,10
PvP,Difficult,6
PvP,Co-op,21
PvP,Tactics,6
PvP,Strategy,7
PvP,PvE,8
PvP,Atmospheric,10
PvP,Open World,14
PvP,eSports,7
PvP,Fantasy,6
PvP,Realistic,9
PvP,Horror,8
Multiplayer,Casual,11
Multiplayer,Shooter,27
Multiplayer,Military,10
Multiplayer,Singleplayer,56
Multiplayer,Cinematic,7
Multiplayer,War,14
Multiplayer,First-Person Shooter,28
Multiplayer,Action,59
Multiplayer,Gore,15
Multiplayer,Survival,20
Multiplayer,Character Customization,20
Multiplayer,Third Person,21
Multiplayer,Violent,12
Multiplayer,Battle Royale,6
Multiplayer,Mature,6
Multiplayer,Massively Multiplayer,17
Multiplayer,Free to Play,14
Multiplayer,Simulation,34
Multiplayer,Early Access,9
Multiplayer,Difficult,13
Multiplayer,Co-op,50
Multiplayer,Third-Person Shooter,9
Multiplayer,Tactics,14
Multiplayer,Strategy,24
Multiplayer,PvE,10
Multiplayer,Atmospheric,30
Multiplayer,MMORPG,8
Multiplayer,Sci-fi,15
Multiplayer,Open World,44
Multiplayer,Lore-Rich,7
Multiplayer,RPG,22
Multiplayer,Replay Value,7
Multiplayer,eSports,10
Multiplayer,Action RPG,8
Multiplayer,Fantasy,18
Multiplayer,3D,11
Multiplayer,Realistic,19
Multiplayer,Moddable,8
Multiplayer,Funny,9
Multiplayer,Crafting,12
Multiplayer,Indie,15
Multiplayer,Building,12
Multiplayer,Construction,11
Multiplayer,Sexual Content,6
Multiplayer,Horror,24
Multiplayer,Great Soundtrack,23
Multiplayer,Sports,9
Multiplayer,Story Rich,20
Multiplayer,Zombies,7
Multiplayer,Controller,10
Multiplayer,Local Multiplayer,7
Multiplayer,Post-apocalyptic,8
Multiplayer,Immersive Sim,7
Multiplayer,Family Friendly,8
Multiplayer,VR,6
Multiplayer,Management,12
Multiplayer,Historical,9
Multiplayer,Grand Strategy,6
Multiplayer,Cute,6
Multiplayer,2D,7
Casual,Singleplayer,8
Casual,Action,8
Casual,Simulation,7
Casual,Open World,6
Casual,Family Friendly,6
Casual,Great Soundtrack,7
Shooter,Military,9
Shooter,Singleplayer,18
Shooter,War,8
Shooter,First-Person Shooter,27
Shooter,Action,29
Shooter,Simulation,9
Shooter,Survival,9
Shooter,Third Person,7
Shooter,Co-op,22
Shooter,Third-Person Shooter,10
Shooter,Tactics,8
Shooter,Atmospheric,15
Shooter,Sci-fi,12
Shooter,Open World,14
Shooter,Massively Multiplayer,7
Shooter,Free to Play,8
Shooter,Realistic,8
Shooter,Great Soundtrack,10
Shooter,Gore,9
Shooter,Story Rich,9
Shooter,Horror,12
Shooter,Violent,6
Shooter,RPG,6
Shooter,Post-apocalyptic,6
Military,Singleplayer,7
Military,War,9
Military,First-Person Shooter,6
Military,Action,10
Military,Realistic,6
Military,Strategy,6
Singleplayer,War,10
Singleplayer,First-Person Shooter,20
Singleplayer,Action,52
Singleplayer,PvE,7
Singleplayer,Early Access,9
Singleplayer,Difficult,8
Singleplayer,Survival,15
Singleplayer,Third Person,18
Singleplayer,Fantasy,20
Singleplayer,Crafting,11
Singleplayer,Indie,16
Singleplayer,Building,14
Singleplayer,Co-op,33
Singleplayer,Open World,45
Singleplayer,Construction,13
Singleplayer,Character Customization,19
Singleplayer,RPG,29
Singleplayer,Violent,13
Singleplayer,Sexual Content,7
Singleplayer,Massively Multiplayer,9
Singleplayer,Funny,8
Singleplayer,Atmospheric,34
Singleplayer,Mature,7
Singleplayer,Great Soundtrack,32
Singleplayer,Moddable,8
Singleplayer,Third-Person Shooter,9
Singleplayer,Simulation,28
Singleplayer,Beautiful,6
Singleplayer,Realistic,15
Singleplayer,Sports,8
Singleplayer,Gore,14
Singleplayer,Story Rich,26
Singleplayer,Action RPG,12
Singleplayer,Horror,22
Singleplayer,Replay Value,8
Singleplayer,Zombies,6
Singleplayer,Sci-fi,18
Singleplayer,Controller,7
Singleplayer,eSports,6
Singleplayer,Family Friendly,6
Singleplayer,3D,8
Singleplayer,Tactics,8
Singleplayer,VR,6
Singleplayer,Strategy,20
Singleplayer,Management,12
Singleplayer,Historical,8
Singleplayer,Resource Management,6
Singleplayer,Nudity,7
Singleplayer,Grand Strategy,6
Singleplayer,Female Protagonist,7
Singleplayer,Cute,6
Singleplayer,Post-apocalyptic,8
Singleplayer,2D,7
War,First-Person Shooter,6
War,Action,10
War,Realistic,6
War,Co-op,8
War,Tactics,8
War,Strategy,10
War,Simulation,7
War,Historical,7
War,Open World,6
First-Person Shooter,Action,30
First-Person Shooter,Simulation,7
First-Person Shooter,Survival,12
First-Person Shooter,Co-op,21
First-Person Shooter,Third-Person Shooter,6
First-Person Shooter,Tactics,7
First-Person Shooter,PvE,6
First-Person Shooter,Atmospheric,17
First-Person Shooter,Sci-fi,13
First-Person Shooter,Open World,18
First-Person Shooter,Massively Multiplayer,6
First-Person Shooter,Free to Play,6
First-Person Shooter,Realistic,6
First-Person Shooter,Great Soundtrack,10
First-Person Shooter,Gore,11
First-Person Shooter,Story Rich,11
First-Person Shooter,Horror,16
First-Person Shooter,Violent,8
First-Person Shooter,Zombies,7
First-Person Shooter,RPG,6
First-Person Shooter,Post-apocalyptic,7
Action,Gore,17
Action,Survival,19
Action,Female Protagonist,9
Action,Character Customization,17
Action,Third Person,23
Action,Violent,14
Action,Battle Royale,6
Action,Mature,8
Action,Anime,7
Action,Massively Multiplayer,17
Action,Free to Play,13
Action,Simulation,19
Action,Early Access,8
Action,Difficult,15
Action,Stealth,6
Action,Co-op,42
Action,Third-Person Shooter,12
Action,Tactics,12
Action,Strategy,15
Action,PvE,10
Action,Atmospheric,37
Action,MMORPG,7
Action,Sci-fi,18
Action,Open World,39
Action,Lore-Rich,7
Action,RPG,28
Action,Replay Value,8
Action,eSports,6
Action,Action RPG,15
Action,Fantasy,19
Action,Realistic,13
Action,Funny,9
Action,Crafting,11
Action,Indie,14
Action,Building,7
Action,Horror,30
Action,Great Soundtrack,28
Action,Story Rich,27
Action,Zombies,9
Action,Nudity,7
Action,Post-apocalyptic,10
Gore,Survival,8
Gore,Third Person,6
Gore,Violent,11
Gore,Horror,21
Gore,Difficult,6
Gore,Atmospheric,12
Gore,Co-op,9
